INFO:root:Start CPC fine-tuning head for 200 epochs.
INFO:root:Training with gpu: False.
DEBUG:root:Epoch: 0 Loss: 45.39738464355469 acc:  28.571/ 16.163 f1:  14.681/ 7.850
DEBUG:root:Epoch: 27 Loss: 27.94672966003418 acc:  51.429/ 11.368 f1:  48.128/ 7.593
DEBUG:root:Epoch: 28 Loss: 27.52238655090332 acc:  52.857/ 11.545 f1:  49.286/ 7.725
DEBUG:root:Epoch: 29 Loss: 27.1406307220459 acc:  52.857/ 12.078 f1:  49.220/ 8.354
DEBUG:root:Epoch: 30 Loss: 26.764116287231445 acc:  52.857/ 11.901 f1:  49.220/ 8.121
DEBUG:root:Epoch: 31 Loss: 26.438377380371094 acc:  52.857/ 12.078 f1:  49.220/ 8.288
DEBUG:root:Epoch: 32 Loss: 26.193037033081055 acc:  57.143/ 12.078 f1:  55.605/ 8.063
DEBUG:root:Epoch: 33 Loss: 25.96864128112793 acc:  58.571/ 12.078 f1:  56.909/ 8.066
DEBUG:root:Epoch: 34 Loss: 25.723499298095703 acc:  58.571/ 12.611 f1:  56.909/ 8.608
DEBUG:root:Epoch: 35 Loss: 25.509296417236328 acc:  64.286/ 12.433 f1:  63.057/ 8.363
DEBUG:root:Epoch: 36 Loss: 25.405397415161133 acc:  65.714/ 12.433 f1:  64.007/ 8.426
DEBUG:root:Epoch: 37 Loss: 25.24911880493164 acc:  67.143/ 12.789 f1:  66.121/ 8.755
DEBUG:root:Epoch: 38 Loss: 25.06415367126465 acc:  68.571/ 12.433 f1:  67.589/ 8.570
DEBUG:root:Epoch: 39 Loss: 24.9198055267334 acc:  70.000/ 12.789 f1:  69.016/ 8.919
DEBUG:root:Epoch: 40 Loss: 24.903078079223633 acc:  70.000/ 12.789 f1:  69.016/ 9.131
DEBUG:root:Epoch: 41 Loss: 24.779008865356445 acc:  71.429/ 13.677 f1:  70.735/ 9.622
DEBUG:root:Epoch: 42 Loss: 24.696746826171875 acc:  72.857/ 14.742 f1:  72.088/ 10.562
DEBUG:root:Epoch: 43 Loss: 24.61027717590332 acc:  77.143/ 15.986 f1:  76.599/ 11.786
DEBUG:root:Epoch: 44 Loss: 24.518016815185547 acc:  80.000/ 15.808 f1:  79.857/ 11.653
DEBUG:root:Epoch: 45 Loss: 24.49037742614746 acc:  81.429/ 16.696 f1:  81.384/ 12.248
DEBUG:root:Epoch: 46 Loss: 24.401081085205078 acc:  84.286/ 17.762 f1:  84.224/ 12.896
DEBUG:root:Epoch: 47 Loss: 24.344926834106445 acc:  85.714/ 18.117 f1:  85.669/ 13.169
DEBUG:root:Epoch: 48 Loss: 24.28611183166504 acc:  87.143/ 18.295 f1:  87.069/ 13.428
DEBUG:root:Epoch: 49 Loss: 24.239545822143555 acc:  90.000/ 19.361 f1:  89.947/ 14.247
DEBUG:root:Epoch: 50 Loss: 24.18296241760254 acc:  90.000/ 19.893 f1:  89.947/ 14.063
DEBUG:root:Epoch: 51 Loss: 24.11351776123047 acc:  90.000/ 20.782 f1:  89.947/ 14.539
DEBUG:root:Epoch: 52 Loss: 24.08234214782715 acc:  91.429/ 20.782 f1:  91.526/ 14.574
DEBUG:root:Epoch: 53 Loss: 24.070735931396484 acc:  91.429/ 21.314 f1:  91.526/ 14.830
DEBUG:root:Epoch: 54 Loss: 23.986961364746094 acc:  91.429/ 21.492 f1:  91.526/ 14.754
DEBUG:root:Epoch: 55 Loss: 23.996341705322266 acc:  91.429/ 21.314 f1:  91.526/ 14.388
DEBUG:root:Epoch: 56 Loss: 23.932344436645508 acc:  91.429/ 21.137 f1:  91.526/ 14.141
DEBUG:root:Epoch: 57 Loss: 23.886045455932617 acc:  91.429/ 20.782 f1:  91.526/ 13.544
DEBUG:root:Epoch: 58 Loss: 23.824800491333008 acc:  91.429/ 20.604 f1:  91.526/ 12.932
DEBUG:root:Epoch: 59 Loss: 23.804889678955078 acc:  91.429/ 20.249 f1:  91.526/ 12.561
DEBUG:root:Epoch: 60 Loss: 23.774917602539062 acc:  92.857/ 20.249 f1:  92.963/ 12.506
DEBUG:root:Epoch: 61 Loss: 23.733821868896484 acc:  94.286/ 20.426 f1:  94.365/ 12.605
DEBUG:root:Epoch: 62 Loss: 23.69658660888672 acc:  94.286/ 20.426 f1:  94.365/ 12.593
DEBUG:root:Epoch: 63 Loss: 23.68000602722168 acc:  94.286/ 20.426 f1:  94.365/ 12.493
DEBUG:root:Epoch: 64 Loss: 23.646648406982422 acc:  95.714/ 20.782 f1:  95.682/ 12.614
DEBUG:root:Epoch: 65 Loss: 23.599130630493164 acc:  97.143/ 20.249 f1:  97.136/ 11.933
DEBUG:root:Epoch: 66 Loss: 23.580467224121094 acc:  97.143/ 20.249 f1:  97.136/ 11.870
DEBUG:root:Epoch: 67 Loss: 23.541933059692383 acc:  98.571/ 20.249 f1:  98.568/ 11.873
DEBUG:root:Epoch: 68 Loss: 23.51566505432129 acc:  98.571/ 20.071 f1:  98.568/ 11.718
DEBUG:root:Epoch: 69 Loss: 23.518136978149414 acc:  98.571/ 20.071 f1:  98.568/ 11.731
DEBUG:root:Epoch: 70 Loss: 23.42441177368164 acc:  98.571/ 19.893 f1:  98.568/ 11.571
DEBUG:root:Epoch: 71 Loss: 23.402915954589844 acc:  100.000/ 20.071 f1:  100.000/ 11.723
DEBUG:root:Epoch: 72 Loss: 23.386629104614258 acc:  100.000/ 19.893 f1:  100.000/ 11.617
DEBUG:root:Epoch: 73 Loss: 23.386917114257812 acc:  100.000/ 19.893 f1:  100.000/ 11.574
DEBUG:root:Epoch: 74 Loss: 23.33612632751465 acc:  100.000/ 19.893 f1:  100.000/ 11.568
DEBUG:root:Epoch: 75 Loss: 23.32073211669922 acc:  100.000/ 19.716 f1:  100.000/ 11.350
DEBUG:root:Epoch: 76 Loss: 23.314062118530273 acc:  100.000/ 19.538 f1:  100.000/ 11.169
DEBUG:root:Epoch: 77 Loss: 23.298364639282227 acc:  100.000/ 19.893 f1:  100.000/ 11.462
DEBUG:root:Epoch: 78 Loss: 23.241859436035156 acc:  100.000/ 20.071 f1:  100.000/ 11.607
DEBUG:root:Epoch: 79 Loss: 23.22881317138672 acc:  100.000/ 20.071 f1:  100.000/ 11.620
DEBUG:root:Epoch: 80 Loss: 23.194599151611328 acc:  100.000/ 20.249 f1:  100.000/ 11.746
DEBUG:root:Epoch: 81 Loss: 23.197044372558594 acc:  100.000/ 20.426 f1:  100.000/ 11.885
DEBUG:root:Epoch: 82 Loss: 23.177486419677734 acc:  100.000/ 20.426 f1:  100.000/ 11.916
DEBUG:root:Epoch: 83 Loss: 23.15679931640625 acc:  100.000/ 20.426 f1:  100.000/ 11.847
DEBUG:root:Epoch: 84 Loss: 23.14742088317871 acc:  100.000/ 20.249 f1:  100.000/ 11.533
DEBUG:root:Epoch: 85 Loss: 23.110658645629883 acc:  100.000/ 20.249 f1:  100.000/ 11.526
DEBUG:root:Epoch: 86 Loss: 23.094100952148438 acc:  100.000/ 20.071 f1:  100.000/ 11.243
DEBUG:root:Epoch: 87 Loss: 23.08942413330078 acc:  100.000/ 19.716 f1:  100.000/ 10.923
DEBUG:root:Epoch: 88 Loss: 23.05821418762207 acc:  100.000/ 19.716 f1:  100.000/ 10.923
DEBUG:root:Epoch: 89 Loss: 23.057737350463867 acc:  100.000/ 19.538 f1:  100.000/ 10.750
DEBUG:root:Epoch: 90 Loss: 23.06582260131836 acc:  100.000/ 19.361 f1:  100.000/ 10.578
DEBUG:root:Epoch: 91 Loss: 23.016386032104492 acc:  100.000/ 19.361 f1:  100.000/ 10.599
DEBUG:root:Epoch: 92 Loss: 23.008939743041992 acc:  100.000/ 19.183 f1:  100.000/ 10.428
DEBUG:root:Epoch: 93 Loss: 22.976943969726562 acc:  100.000/ 19.361 f1:  100.000/ 10.747
DEBUG:root:Epoch: 94 Loss: 22.965608596801758 acc:  100.000/ 19.183 f1:  100.000/ 10.559
DEBUG:root:Epoch: 95 Loss: 22.951881408691406 acc:  100.000/ 19.183 f1:  100.000/ 10.559
DEBUG:root:Epoch: 96 Loss: 22.949243545532227 acc:  100.000/ 19.005 f1:  100.000/ 10.397
DEBUG:root:Epoch: 97 Loss: 22.936580657958984 acc:  100.000/ 18.828 f1:  100.000/ 10.221
DEBUG:root:Epoch: 98 Loss: 22.900203704833984 acc:  100.000/ 18.828 f1:  100.000/ 10.191
DEBUG:root:Epoch: 99 Loss: 22.8897762298584 acc:  100.000/ 18.828 f1:  100.000/ 10.157
DEBUG:root:Epoch: 100 Loss: 22.891193389892578 acc:  100.000/ 18.650 f1:  100.000/ 9.975
DEBUG:root:Epoch: 101 Loss: 22.86988639831543 acc:  100.000/ 18.650 f1:  100.000/ 9.981
DEBUG:root:Epoch: 102 Loss: 22.867549896240234 acc:  100.000/ 19.005 f1:  100.000/ 10.573
DEBUG:root:Epoch: 103 Loss: 22.859859466552734 acc:  100.000/ 19.005 f1:  100.000/ 10.577
DEBUG:root:Epoch: 104 Loss: 22.844104766845703 acc:  100.000/ 18.828 f1:  100.000/ 10.403
DEBUG:root:Epoch: 105 Loss: 22.808237075805664 acc:  100.000/ 18.828 f1:  100.000/ 10.436
DEBUG:root:Epoch: 106 Loss: 22.798194885253906 acc:  100.000/ 18.828 f1:  100.000/ 10.453
DEBUG:root:Epoch: 107 Loss: 22.800552368164062 acc:  100.000/ 18.650 f1:  100.000/ 10.274
DEBUG:root:Epoch: 108 Loss: 22.756427764892578 acc:  100.000/ 18.650 f1:  100.000/ 10.274
DEBUG:root:Epoch: 109 Loss: 22.778743743896484 acc:  100.000/ 18.650 f1:  100.000/ 10.033
DEBUG:root:Epoch: 110 Loss: 22.77779197692871 acc:  100.000/ 18.650 f1:  100.000/ 10.025
DEBUG:root:Epoch: 111 Loss: 22.735063552856445 acc:  100.000/ 18.650 f1:  100.000/ 10.034
DEBUG:root:Epoch: 112 Loss: 22.7441349029541 acc:  100.000/ 18.650 f1:  100.000/ 10.042
DEBUG:root:Epoch: 113 Loss: 22.728107452392578 acc:  100.000/ 18.650 f1:  100.000/ 10.052
DEBUG:root:Epoch: 114 Loss: 22.72138214111328 acc:  100.000/ 18.472 f1:  100.000/ 9.859
DEBUG:root:Epoch: 115 Loss: 22.71010398864746 acc:  100.000/ 18.472 f1:  100.000/ 9.869
DEBUG:root:Epoch: 116 Loss: 22.68869400024414 acc:  100.000/ 18.472 f1:  100.000/ 9.879
DEBUG:root:Epoch: 117 Loss: 22.682092666625977 acc:  100.000/ 18.472 f1:  100.000/ 9.908
DEBUG:root:Epoch: 118 Loss: 22.67259407043457 acc:  100.000/ 18.472 f1:  100.000/ 9.908
DEBUG:root:Epoch: 119 Loss: 22.657270431518555 acc:  100.000/ 18.472 f1:  100.000/ 9.872
DEBUG:root:Epoch: 120 Loss: 22.660236358642578 acc:  100.000/ 18.472 f1:  100.000/ 9.872
DEBUG:root:Epoch: 121 Loss: 22.65608787536621 acc:  100.000/ 18.472 f1:  100.000/ 9.872
DEBUG:root:Epoch: 122 Loss: 22.663448333740234 acc:  100.000/ 18.472 f1:  100.000/ 9.891
DEBUG:root:Epoch: 123 Loss: 22.6366024017334 acc:  100.000/ 18.295 f1:  100.000/ 9.718
DEBUG:root:Epoch: 124 Loss: 22.632341384887695 acc:  100.000/ 18.295 f1:  100.000/ 9.736
DEBUG:root:Epoch: 125 Loss: 22.62795639038086 acc:  100.000/ 18.295 f1:  100.000/ 9.755
DEBUG:root:Epoch: 126 Loss: 22.619274139404297 acc:  100.000/ 18.472 f1:  100.000/ 9.942
DEBUG:root:Epoch: 127 Loss: 22.610036849975586 acc:  100.000/ 18.472 f1:  100.000/ 9.942
DEBUG:root:Epoch: 128 Loss: 22.59891700744629 acc:  100.000/ 18.472 f1:  100.000/ 9.942
DEBUG:root:Epoch: 129 Loss: 22.603132247924805 acc:  100.000/ 18.472 f1:  100.000/ 9.915
DEBUG:root:Epoch: 130 Loss: 22.57124137878418 acc:  100.000/ 18.472 f1:  100.000/ 9.935
DEBUG:root:Epoch: 131 Loss: 22.57836151123047 acc:  100.000/ 18.472 f1:  100.000/ 9.935
DEBUG:root:Epoch: 132 Loss: 22.57265853881836 acc:  100.000/ 18.472 f1:  100.000/ 9.935
DEBUG:root:Epoch: 133 Loss: 22.554704666137695 acc:  100.000/ 18.472 f1:  100.000/ 9.935
DEBUG:root:Epoch: 134 Loss: 22.557540893554688 acc:  100.000/ 18.472 f1:  100.000/ 9.935
DEBUG:root:Epoch: 135 Loss: 22.54306411743164 acc:  100.000/ 18.472 f1:  100.000/ 10.058
DEBUG:root:Epoch: 136 Loss: 22.551204681396484 acc:  100.000/ 18.472 f1:  100.000/ 10.077
DEBUG:root:Epoch: 137 Loss: 22.531700134277344 acc:  100.000/ 18.472 f1:  100.000/ 10.077
DEBUG:root:Epoch: 138 Loss: 22.527633666992188 acc:  100.000/ 18.472 f1:  100.000/ 10.077
DEBUG:root:Epoch: 139 Loss: 22.513954162597656 acc:  100.000/ 18.472 f1:  100.000/ 10.077
DEBUG:root:Epoch: 140 Loss: 22.51039695739746 acc:  100.000/ 18.472 f1:  100.000/ 10.070
DEBUG:root:Epoch: 141 Loss: 22.5172061920166 acc:  100.000/ 18.472 f1:  100.000/ 10.070
DEBUG:root:Epoch: 142 Loss: 22.494789123535156 acc:  100.000/ 18.295 f1:  100.000/ 9.896
DEBUG:root:Epoch: 143 Loss: 22.489309310913086 acc:  100.000/ 18.295 f1:  100.000/ 9.896
DEBUG:root:Epoch: 144 Loss: 22.484790802001953 acc:  100.000/ 18.117 f1:  100.000/ 9.553
DEBUG:root:Epoch: 145 Loss: 22.489612579345703 acc:  100.000/ 18.117 f1:  100.000/ 9.573
DEBUG:root:Epoch: 146 Loss: 22.482707977294922 acc:  100.000/ 18.117 f1:  100.000/ 9.573
DEBUG:root:Epoch: 147 Loss: 22.482439041137695 acc:  100.000/ 18.295 f1:  100.000/ 9.958
DEBUG:root:Epoch: 148 Loss: 22.46470069885254 acc:  100.000/ 18.295 f1:  100.000/ 9.958
DEBUG:root:Epoch: 149 Loss: 22.447200775146484 acc:  100.000/ 18.117 f1:  100.000/ 9.761
DEBUG:root:Epoch: 150 Loss: 22.448490142822266 acc:  100.000/ 18.295 f1:  100.000/ 9.950
DEBUG:root:Epoch: 151 Loss: 22.451927185058594 acc:  100.000/ 18.117 f1:  100.000/ 9.605
DEBUG:root:Epoch: 152 Loss: 22.44729995727539 acc:  100.000/ 18.295 f1:  100.000/ 9.973
DEBUG:root:Epoch: 153 Loss: 22.438129425048828 acc:  100.000/ 18.117 f1:  100.000/ 9.649
DEBUG:root:Epoch: 154 Loss: 22.429841995239258 acc:  100.000/ 18.117 f1:  100.000/ 9.649
DEBUG:root:Epoch: 155 Loss: 22.436513900756836 acc:  100.000/ 18.117 f1:  100.000/ 9.641
DEBUG:root:Epoch: 156 Loss: 22.419546127319336 acc:  100.000/ 18.117 f1:  100.000/ 9.641
DEBUG:root:Epoch: 157 Loss: 22.417076110839844 acc:  100.000/ 18.117 f1:  100.000/ 9.641
DEBUG:root:Epoch: 158 Loss: 22.41761016845703 acc:  100.000/ 18.117 f1:  100.000/ 9.641
DEBUG:root:Epoch: 159 Loss: 22.40086555480957 acc:  100.000/ 18.117 f1:  100.000/ 9.641
DEBUG:root:Epoch: 160 Loss: 22.41469955444336 acc:  100.000/ 18.117 f1:  100.000/ 9.641
DEBUG:root:Epoch: 161 Loss: 22.408714294433594 acc:  100.000/ 18.117 f1:  100.000/ 9.664
DEBUG:root:Epoch: 162 Loss: 22.397056579589844 acc:  100.000/ 18.117 f1:  100.000/ 9.664
DEBUG:root:Epoch: 163 Loss: 22.391319274902344 acc:  100.000/ 18.117 f1:  100.000/ 9.641
DEBUG:root:Epoch: 164 Loss: 22.387378692626953 acc:  100.000/ 18.117 f1:  100.000/ 9.641
DEBUG:root:Epoch: 165 Loss: 22.38680076599121 acc:  100.000/ 18.295 f1:  100.000/ 10.011
DEBUG:root:Epoch: 166 Loss: 22.378341674804688 acc:  100.000/ 18.295 f1:  100.000/ 10.011
DEBUG:root:Epoch: 167 Loss: 22.374469757080078 acc:  100.000/ 18.295 f1:  100.000/ 10.011
DEBUG:root:Epoch: 168 Loss: 22.375349044799805 acc:  100.000/ 18.117 f1:  100.000/ 9.832
DEBUG:root:Epoch: 169 Loss: 22.362165451049805 acc:  100.000/ 18.117 f1:  100.000/ 9.832
DEBUG:root:Epoch: 170 Loss: 22.363332748413086 acc:  100.000/ 18.117 f1:  100.000/ 9.856
DEBUG:root:Epoch: 171 Loss: 22.365293502807617 acc:  100.000/ 18.117 f1:  100.000/ 9.856
DEBUG:root:Epoch: 172 Loss: 22.356552124023438 acc:  100.000/ 18.117 f1:  100.000/ 9.856
DEBUG:root:Epoch: 173 Loss: 22.349018096923828 acc:  100.000/ 18.117 f1:  100.000/ 9.856
DEBUG:root:Epoch: 174 Loss: 22.347639083862305 acc:  100.000/ 18.117 f1:  100.000/ 9.856
DEBUG:root:Epoch: 175 Loss: 22.34727668762207 acc:  100.000/ 18.117 f1:  100.000/ 9.856
DEBUG:root:Epoch: 176 Loss: 22.350482940673828 acc:  100.000/ 18.117 f1:  100.000/ 9.856
DEBUG:root:Epoch: 177 Loss: 22.33418083190918 acc:  100.000/ 18.117 f1:  100.000/ 9.856
DEBUG:root:Epoch: 178 Loss: 22.333200454711914 acc:  100.000/ 18.117 f1:  100.000/ 9.856
DEBUG:root:Epoch: 179 Loss: 22.33762550354004 acc:  100.000/ 18.117 f1:  100.000/ 9.856
DEBUG:root:Epoch: 180 Loss: 22.3315486907959 acc:  100.000/ 18.117 f1:  100.000/ 9.834
DEBUG:root:Epoch: 181 Loss: 22.327672958374023 acc:  100.000/ 18.117 f1:  100.000/ 9.834
DEBUG:root:Epoch: 182 Loss: 22.319156646728516 acc:  100.000/ 17.940 f1:  100.000/ 9.454
DEBUG:root:Epoch: 183 Loss: 22.312301635742188 acc:  100.000/ 18.117 f1:  100.000/ 9.803
DEBUG:root:Epoch: 184 Loss: 22.30903434753418 acc:  100.000/ 18.117 f1:  100.000/ 9.782
DEBUG:root:Epoch: 185 Loss: 22.31303596496582 acc:  100.000/ 18.117 f1:  100.000/ 9.782
DEBUG:root:Epoch: 186 Loss: 22.308921813964844 acc:  100.000/ 18.117 f1:  100.000/ 9.782
DEBUG:root:Epoch: 187 Loss: 22.30253791809082 acc:  100.000/ 18.117 f1:  100.000/ 9.782
DEBUG:root:Epoch: 188 Loss: 22.299610137939453 acc:  100.000/ 17.940 f1:  100.000/ 9.431
DEBUG:root:Epoch: 189 Loss: 22.293779373168945 acc:  100.000/ 18.117 f1:  100.000/ 9.782
DEBUG:root:Epoch: 190 Loss: 22.304616928100586 acc:  100.000/ 18.117 f1:  100.000/ 9.782
DEBUG:root:Epoch: 191 Loss: 22.295604705810547 acc:  100.000/ 18.117 f1:  100.000/ 9.761
DEBUG:root:Epoch: 192 Loss: 22.293745040893555 acc:  100.000/ 18.117 f1:  100.000/ 9.761
DEBUG:root:Epoch: 193 Loss: 22.279861450195312 acc:  100.000/ 18.117 f1:  100.000/ 9.761
DEBUG:root:Epoch: 194 Loss: 22.278169631958008 acc:  100.000/ 18.117 f1:  100.000/ 9.761
DEBUG:root:Epoch: 195 Loss: 22.275541305541992 acc:  100.000/ 18.117 f1:  100.000/ 9.761
DEBUG:root:Epoch: 196 Loss: 22.2758731842041 acc:  100.000/ 18.117 f1:  100.000/ 9.761
DEBUG:root:Epoch: 197 Loss: 22.28270721435547 acc:  100.000/ 18.117 f1:  100.000/ 9.739
DEBUG:root:Epoch: 198 Loss: 22.27765655517578 acc:  100.000/ 18.117 f1:  100.000/ 9.761
DEBUG:root:Epoch: 199 Loss: 22.26950454711914 acc:  100.000/ 18.117 f1:  100.000/ 9.761
INFO:root:Training has finished.
INFO:root:best eval acc is 21.49200712851055 at 54.
INFO:root:test f1 is 25.118238689673294.
INFO:root:test acc is 29.846938775510203.
