INFO:root:Start LIMU fine-tuning head for 700 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 1.8769893646240234 	 train acc: 0.1388888888888889 	 eval acc: 0.19791666666666666test acc: 0.1885014137606032 	 train f1: 0.04065040650406505 	 eval f1: 0.09669938489726475 	 test f1: 0.06967587034813927
DEBUG:root:Epoch: 1 	 Loss: 1.8024001121520996 	 train acc: 0.3055555555555556 	 eval acc: 0.2838541666666667test acc: 0.2403393025447691 	 train f1: 0.1685823754789272 	 eval f1: 0.15082164799952966 	 test f1: 0.1277693757898444
DEBUG:root:Epoch: 2 	 Loss: 1.7705731391906738 	 train acc: 0.25 	 eval acc: 0.29296875test acc: 0.2714420358152686 	 train f1: 0.1336996336996337 	 eval f1: 0.1436464800130229 	 test f1: 0.1352813071083406
DEBUG:root:Epoch: 3 	 Loss: 1.7038651704788208 	 train acc: 0.2222222222222222 	 eval acc: 0.3020833333333333test acc: 0.29123468426013194 	 train f1: 0.11757575757575757 	 eval f1: 0.1452624278711235 	 test f1: 0.1368503166748781
DEBUG:root:Epoch: 4 	 Loss: 1.6976038217544556 	 train acc: 0.25 	 eval acc: 0.30859375test acc: 0.3091423185673893 	 train f1: 0.1885714285714286 	 eval f1: 0.15996490831001212 	 test f1: 0.1469384840586954
DEBUG:root:Epoch: 5 	 Loss: 1.6888058185577393 	 train acc: 0.4722222222222222 	 eval acc: 0.4153645833333333test acc: 0.5334590009425071 	 train f1: 0.3515594541910331 	 eval f1: 0.30654359586300445 	 test f1: 0.35860215053763445
DEBUG:root:Epoch: 6 	 Loss: 1.6053251028060913 	 train acc: 0.7222222222222222 	 eval acc: 0.54296875test acc: 0.704052780395853 	 train f1: 0.5946275946275946 	 eval f1: 0.43703219034673385 	 test f1: 0.5308057217924391
DEBUG:root:Epoch: 7 	 Loss: 1.6067440509796143 	 train acc: 0.75 	 eval acc: 0.61328125test acc: 0.7766258246936852 	 train f1: 0.6184523809523809 	 eval f1: 0.4875566379083612 	 test f1: 0.5828889416315424
DEBUG:root:Epoch: 8 	 Loss: 1.5380932092666626 	 train acc: 0.75 	 eval acc: 0.6510416666666666test acc: 0.7813383600377003 	 train f1: 0.6184523809523809 	 eval f1: 0.5244364979019897 	 test f1: 0.5891481666544526
DEBUG:root:Epoch: 9 	 Loss: 1.5327599048614502 	 train acc: 0.75 	 eval acc: 0.66796875test acc: 0.7935909519321395 	 train f1: 0.6184523809523809 	 eval f1: 0.5419557204212172 	 test f1: 0.6191920201893011
DEBUG:root:Epoch: 10 	 Loss: 1.489047884941101 	 train acc: 0.7777777777777778 	 eval acc: 0.6770833333333334test acc: 0.8011310084825636 	 train f1: 0.6611111111111111 	 eval f1: 0.5642176333389938 	 test f1: 0.633794838250377
DEBUG:root:Epoch: 11 	 Loss: 1.4865275621414185 	 train acc: 0.8055555555555556 	 eval acc: 0.6901041666666666test acc: 0.8124410933081998 	 train f1: 0.6968253968253969 	 eval f1: 0.5917744200246237 	 test f1: 0.6615800631746355
DEBUG:root:Epoch: 12 	 Loss: 1.509236454963684 	 train acc: 0.8333333333333334 	 eval acc: 0.70703125test acc: 0.8180961357210179 	 train f1: 0.7285714285714286 	 eval f1: 0.6137021742234965 	 test f1: 0.6767115966063098
DEBUG:root:Epoch: 13 	 Loss: 1.4271607398986816 	 train acc: 0.8611111111111112 	 eval acc: 0.734375test acc: 0.8341187558906692 	 train f1: 0.7577422577422577 	 eval f1: 0.6414560466532819 	 test f1: 0.7104683464477507
DEBUG:root:Epoch: 14 	 Loss: 1.3865971565246582 	 train acc: 0.8611111111111112 	 eval acc: 0.7369791666666666test acc: 0.8407163053722903 	 train f1: 0.7577422577422577 	 eval f1: 0.6467291887948218 	 test f1: 0.7236663525899677
DEBUG:root:Epoch: 15 	 Loss: 1.3653351068496704 	 train acc: 0.8611111111111112 	 eval acc: 0.7421875test acc: 0.8557964184731386 	 train f1: 0.7577422577422577 	 eval f1: 0.6564226341354765 	 test f1: 0.7484258486897479
DEBUG:root:Epoch: 16 	 Loss: 1.3807491064071655 	 train acc: 0.8888888888888888 	 eval acc: 0.7486979166666666test acc: 0.8633364750235627 	 train f1: 0.7857142857142857 	 eval f1: 0.6624144412699111 	 test f1: 0.7595356016535463
DEBUG:root:Epoch: 17 	 Loss: 1.3764392137527466 	 train acc: 0.8888888888888888 	 eval acc: 0.75390625test acc: 0.8727615457115928 	 train f1: 0.7857142857142857 	 eval f1: 0.6672644098753514 	 test f1: 0.7712527763660141
DEBUG:root:Epoch: 18 	 Loss: 1.400985836982727 	 train acc: 0.8888888888888888 	 eval acc: 0.7421875test acc: 0.8755890669180019 	 train f1: 0.7857142857142857 	 eval f1: 0.6592652639484139 	 test f1: 0.7740183430868363
DEBUG:root:Epoch: 19 	 Loss: 1.3859584331512451 	 train acc: 0.8888888888888888 	 eval acc: 0.7526041666666666test acc: 0.8765315739868049 	 train f1: 0.7857142857142857 	 eval f1: 0.6721354813460078 	 test f1: 0.7744521477392655
DEBUG:root:Epoch: 20 	 Loss: 1.3065247535705566 	 train acc: 0.8888888888888888 	 eval acc: 0.7604166666666666test acc: 0.8803016022620169 	 train f1: 0.7857142857142857 	 eval f1: 0.6791527498521847 	 test f1: 0.7790964576116445
DEBUG:root:Epoch: 21 	 Loss: 1.3340376615524292 	 train acc: 0.8888888888888888 	 eval acc: 0.7513020833333334test acc: 0.8803016022620169 	 train f1: 0.7857142857142857 	 eval f1: 0.672980649350179 	 test f1: 0.7794921466658978
DEBUG:root:Epoch: 22 	 Loss: 1.2932761907577515 	 train acc: 0.8888888888888888 	 eval acc: 0.7356770833333334test acc: 0.879359095193214 	 train f1: 0.7857142857142857 	 eval f1: 0.6607270833455575 	 test f1: 0.7800448486077941
DEBUG:root:Epoch: 23 	 Loss: 1.26774263381958 	 train acc: 0.8888888888888888 	 eval acc: 0.7421875test acc: 0.8803016022620169 	 train f1: 0.7857142857142857 	 eval f1: 0.6669599445915625 	 test f1: 0.7849287403466417
DEBUG:root:Epoch: 24 	 Loss: 1.2338601350784302 	 train acc: 0.8888888888888888 	 eval acc: 0.73828125test acc: 0.8850141376060321 	 train f1: 0.7857142857142857 	 eval f1: 0.6663104145122843 	 test f1: 0.7978208598548306
DEBUG:root:Epoch: 25 	 Loss: 1.2044085264205933 	 train acc: 0.8888888888888888 	 eval acc: 0.7643229166666666test acc: 0.8868991517436381 	 train f1: 0.7857142857142857 	 eval f1: 0.699961423487335 	 test f1: 0.803399901175384
DEBUG:root:Epoch: 26 	 Loss: 1.2475947141647339 	 train acc: 0.8888888888888888 	 eval acc: 0.7799479166666666test acc: 0.8887841658812441 	 train f1: 0.7857142857142857 	 eval f1: 0.725633318737649 	 test f1: 0.808467565096224
DEBUG:root:Epoch: 27 	 Loss: 1.2305506467819214 	 train acc: 0.8888888888888888 	 eval acc: 0.7838541666666666test acc: 0.8850141376060321 	 train f1: 0.7857142857142857 	 eval f1: 0.7348784994792862 	 test f1: 0.7989638317627978
DEBUG:root:Epoch: 28 	 Loss: 1.152519702911377 	 train acc: 0.8888888888888888 	 eval acc: 0.7864583333333334test acc: 0.88124410933082 	 train f1: 0.7857142857142857 	 eval f1: 0.7313656632780048 	 test f1: 0.7874916111369421
DEBUG:root:Epoch: 29 	 Loss: 1.1985102891921997 	 train acc: 0.9166666666666666 	 eval acc: 0.7877604166666666test acc: 0.882186616399623 	 train f1: 0.8615384615384616 	 eval f1: 0.7390691026205057 	 test f1: 0.7918208881126999
DEBUG:root:Epoch: 30 	 Loss: 1.1813393831253052 	 train acc: 0.9166666666666666 	 eval acc: 0.8020833333333334test acc: 0.885956644674835 	 train f1: 0.8615384615384616 	 eval f1: 0.7645039675548982 	 test f1: 0.8029995630053368
DEBUG:root:Epoch: 31 	 Loss: 1.0875508785247803 	 train acc: 0.9166666666666666 	 eval acc: 0.8203125test acc: 0.8982092365692743 	 train f1: 0.8615384615384616 	 eval f1: 0.7946850932238254 	 test f1: 0.8354347770197235
DEBUG:root:Epoch: 32 	 Loss: 1.1219223737716675 	 train acc: 0.9722222222222222 	 eval acc: 0.8385416666666666test acc: 0.9180018850141376 	 train f1: 0.961038961038961 	 eval f1: 0.8177242888534199 	 test f1: 0.8737691624443604
DEBUG:root:Epoch: 33 	 Loss: 1.163765788078308 	 train acc: 1.0 	 eval acc: 0.84765625test acc: 0.9283694627709708 	 train f1: 1.0 	 eval f1: 0.8326626344961031 	 test f1: 0.8948540258137391
DEBUG:root:Epoch: 34 	 Loss: 1.165931224822998 	 train acc: 1.0 	 eval acc: 0.8541666666666666test acc: 0.939679547596607 	 train f1: 1.0 	 eval f1: 0.8421204077954797 	 test f1: 0.9152581819725937
DEBUG:root:Epoch: 35 	 Loss: 1.04459547996521 	 train acc: 1.0 	 eval acc: 0.8606770833333334test acc: 0.944392082940622 	 train f1: 1.0 	 eval f1: 0.850020491678961 	 test f1: 0.9229256532101315
DEBUG:root:Epoch: 36 	 Loss: 1.0778794288635254 	 train acc: 1.0 	 eval acc: 0.8528645833333334test acc: 0.9481621112158342 	 train f1: 1.0 	 eval f1: 0.8414889144223076 	 test f1: 0.9289981887667231
DEBUG:root:Epoch: 37 	 Loss: 1.142709493637085 	 train acc: 1.0 	 eval acc: 0.8619791666666666test acc: 0.9481621112158342 	 train f1: 1.0 	 eval f1: 0.8522874482466182 	 test f1: 0.9290098486649377
DEBUG:root:Epoch: 38 	 Loss: 1.0977128744125366 	 train acc: 1.0 	 eval acc: 0.8515625test acc: 0.9500471253534402 	 train f1: 1.0 	 eval f1: 0.8393910965668594 	 test f1: 0.9309596346840622
DEBUG:root:Epoch: 39 	 Loss: 1.0305187702178955 	 train acc: 1.0 	 eval acc: 0.8619791666666666test acc: 0.9528746465598492 	 train f1: 1.0 	 eval f1: 0.8515639724944011 	 test f1: 0.9351139159319105
DEBUG:root:Epoch: 40 	 Loss: 1.0398598909378052 	 train acc: 1.0 	 eval acc: 0.8697916666666666test acc: 0.9575871819038643 	 train f1: 1.0 	 eval f1: 0.8596310651440721 	 test f1: 0.9419176109774624
DEBUG:root:Epoch: 41 	 Loss: 1.0229461193084717 	 train acc: 1.0 	 eval acc: 0.8736979166666666test acc: 0.9604147031102733 	 train f1: 1.0 	 eval f1: 0.8657174166482324 	 test f1: 0.946782138370848
DEBUG:root:Epoch: 42 	 Loss: 0.9558842182159424 	 train acc: 1.0 	 eval acc: 0.8763020833333334test acc: 0.9604147031102733 	 train f1: 1.0 	 eval f1: 0.8688929941291582 	 test f1: 0.9473054856335766
