INFO:root:Start LIMU fine-tuning head for 700 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 1.8093562126159668 	 train acc: 0.16666666666666666 	 eval acc: 0.12955729166666666test acc: 0.16172618226940577 	 train f1: 0.0660377358490566 	 eval f1: 0.05645801526717558 	 test f1: 0.06551758925155211
DEBUG:root:Epoch: 1 	 Loss: 1.7997416257858276 	 train acc: 0.3333333333333333 	 eval acc: 0.291015625test acc: 0.3288294498828071 	 train f1: 0.2135014108698319 	 eval f1: 0.21389903341593106 	 test f1: 0.1970298148516809
DEBUG:root:Epoch: 2 	 Loss: 1.7498750686645508 	 train acc: 0.36507936507936506 	 eval acc: 0.19010416666666666test acc: 0.3355852750585964 	 train f1: 0.2774317386761165 	 eval f1: 0.12775345155841658 	 test f1: 0.2342115068166599
DEBUG:root:Epoch: 3 	 Loss: 1.70815110206604 	 train acc: 0.4444444444444444 	 eval acc: 0.236328125test acc: 0.42616848200744517 	 train f1: 0.3417650874096867 	 eval f1: 0.18165978586133233 	 test f1: 0.3322917415676822
DEBUG:root:Epoch: 4 	 Loss: 1.6398760080337524 	 train acc: 0.49206349206349204 	 eval acc: 0.2962239583333333test acc: 0.469598786708948 	 train f1: 0.37906780168256776 	 eval f1: 0.20466306030165093 	 test f1: 0.3562651649676752
DEBUG:root:Epoch: 5 	 Loss: 1.5961356163024902 	 train acc: 0.5158730158730159 	 eval acc: 0.3092447916666667test acc: 0.47221839238935615 	 train f1: 0.4024818294064485 	 eval f1: 0.21232514833859303 	 test f1: 0.3563188404604694
DEBUG:root:Epoch: 6 	 Loss: 1.6158342361450195 	 train acc: 0.5396825396825397 	 eval acc: 0.3483072916666667test acc: 0.484351302909141 	 train f1: 0.4336312664067079 	 eval f1: 0.2956624805484635 	 test f1: 0.36665155953612877
DEBUG:root:Epoch: 7 	 Loss: 1.5434013605117798 	 train acc: 0.5714285714285714 	 eval acc: 0.453125test acc: 0.4744243761202261 	 train f1: 0.4722361000629252 	 eval f1: 0.39936739602652177 	 test f1: 0.3786640319753262
DEBUG:root:Epoch: 8 	 Loss: 1.53376042842865 	 train acc: 0.6904761904761905 	 eval acc: 0.5533854166666666test acc: 0.5640424651868192 	 train f1: 0.6500639274204848 	 eval f1: 0.5413606518976445 	 test f1: 0.5153957314933765
DEBUG:root:Epoch: 9 	 Loss: 1.462649941444397 	 train acc: 0.7063492063492064 	 eval acc: 0.7890625test acc: 0.606369778022887 	 train f1: 0.6718001763938952 	 eval f1: 0.738027299415303 	 test f1: 0.5599257618838286
DEBUG:root:Epoch: 10 	 Loss: 1.4590920209884644 	 train acc: 0.6825396825396826 	 eval acc: 0.76171875test acc: 0.6304977250792776 	 train f1: 0.6396096240923826 	 eval f1: 0.7161142158532817 	 test f1: 0.5793517975437709
DEBUG:root:Epoch: 11 	 Loss: 1.4354867935180664 	 train acc: 0.7777777777777778 	 eval acc: 0.7213541666666666test acc: 0.6758582655452916 	 train f1: 0.757008375429428 	 eval f1: 0.6669697570440821 	 test f1: 0.6301407293118975
DEBUG:root:Epoch: 12 	 Loss: 1.4061428308486938 	 train acc: 0.8333333333333334 	 eval acc: 0.7311197916666666test acc: 0.6871639321660002 	 train f1: 0.815160034896877 	 eval f1: 0.670713342982825 	 test f1: 0.6517143038961258
DEBUG:root:Epoch: 13 	 Loss: 1.3604669570922852 	 train acc: 0.9047619047619048 	 eval acc: 0.7311197916666666test acc: 0.6970908589549152 	 train f1: 0.9020805784363892 	 eval f1: 0.662982571390988 	 test f1: 0.66686558404747
DEBUG:root:Epoch: 14 	 Loss: 1.3803540468215942 	 train acc: 0.9285714285714286 	 eval acc: 0.6966145833333334test acc: 0.7190128222804357 	 train f1: 0.9279305262288814 	 eval f1: 0.629024589060989 	 test f1: 0.6896576929101966
DEBUG:root:Epoch: 15 	 Loss: 1.3299977779388428 	 train acc: 0.9444444444444444 	 eval acc: 0.654296875test acc: 0.7274231352543775 	 train f1: 0.9441697175956961 	 eval f1: 0.5741705730741636 	 test f1: 0.6980645868047394
DEBUG:root:Epoch: 16 	 Loss: 1.3267700672149658 	 train acc: 0.9603174603174603 	 eval acc: 0.6692708333333334test acc: 0.7359713222114986 	 train f1: 0.960114883540862 	 eval f1: 0.5890861030536999 	 test f1: 0.7055039160662004
DEBUG:root:Epoch: 17 	 Loss: 1.2844598293304443 	 train acc: 0.9682539682539683 	 eval acc: 0.7096354166666666test acc: 0.7405211636564181 	 train f1: 0.9680056377730796 	 eval f1: 0.6473587726356304 	 test f1: 0.7090330898509487
